qc_id,po_id,material_id,supplier_id,inspection_date,total_quantity,inspected_quantity,defect_quantity,defect_rate,defect_type,severity,action_taken,inspector
QC002818,PO002818,MAT022,SUP008,2023-03-14,70,70,0,0.0032,无,无,接收,Inspector-4
QC002819,PO002819,MAT027,SUP005,2023-03-10,110,32,0,0.0027,无,无,接收,Inspector-5
QC002820,PO002820,MAT032,SUP017,2023-03-12,290,37,0,0.0025,无,无,接收,Inspector-3
QC002821,PO002821,MAT034,SUP014,2023-03-20,200,37,0,0.0018,无,无,接收,Inspector-1
QC002822,PO002822,MAT036,SUP006,2023-03-05,200,74,0,0.0027,无,无,接收,Inspector-4
QC002823,PO002823,MAT044,SUP001,2023-03-15,50,50,0,0.0031,无,无,接收,Inspector-5
QC002824,PO002824,MAT045,SUP005,2023-03-10,300,100,0,0.0023,无,无,接收,Inspector-1
QC002825,PO002825,MAT046,SUP005,2023-03-11,200,94,0,0.0049,无,无,接收,Inspector-2
QC002826,PO002826,MAT005,SUP005,2023-03-04,100,100,0,0.0011,无,无,接收,Inspector-5
QC002827,PO002827,MAT008,SUP006,2023-03-01,145,55,8,0.0553,杂质混入,低,供应商返工,Inspector-2
QC002828,PO002828,MAT022,SUP008,2023-03-14,62,62,0,0.0042,无,无,接收,Inspector-5
QC002829,PO002829,MAT026,SUP006,2023-02-28,100,100,0,0.0028,无,无,接收,Inspector-1
QC002830,PO002830,MAT033,SUP004,2023-03-02,100,100,0,0.0011,无,无,接收,Inspector-5
QC002831,PO002831,MAT001,SUP005,2023-03-12,200,39,0,0.0035,无,无,接收,Inspector-2
QC002832,PO002832,MAT007,SUP003,2023-03-16,100,100,8,0.0838,包装破损,低,折价接收,Inspector-5
QC002833,PO002833,MAT012,SUP004,2023-03-02,50,50,2,0.0428,尺寸偏差,中,退回,Inspector-4
QC002834,PO002834,MAT013,SUP016,2023-03-18,60,60,0,0.0031,无,无,接收,Inspector-3
QC002835,PO002835,MAT015,SUP005,2023-03-07,100,100,0,0.0033,无,无,接收,Inspector-2
QC002836,PO002836,MAT017,SUP008,2023-03-15,190,59,0,0.0033,无,无,接收,Inspector-3
QC002837,PO002837,MAT019,SUP007,2023-03-20,183,41,0,0.0019,无,无,接收,Inspector-2
QC002838,PO002838,MAT027,SUP005,2023-03-08,300,100,1,0.004,轻微外观瑕疵,低,特殊批准使用,Inspector-5
QC002839,PO002839,MAT038,SUP014,2023-03-19,150,98,0,0.0004,无,无,接收,Inspector-1
QC002840,PO002840,MAT044,SUP001,2023-03-17,50,50,0,0.0015,无,无,接收,Inspector-5
QC002841,PO002841,MAT045,SUP005,2023-03-12,100,100,0,0.0044,无,无,接收,Inspector-3
QC002842,PO002842,MAT046,SUP005,2023-03-12,180,64,0,0.0015,无,无,接收,Inspector-4
QC002843,PO002843,MAT047,SUP015,2023-03-06,100,100,3,0.0317,包装破损,低,折价接收,Inspector-3
QC002844,PO002844,MAT050,SUP009,2023-03-18,120,41,0,0.0001,无,无,接收,Inspector-5
QC002845,PO002845,MAT014,SUP006,2023-03-07,20,20,0,0.004,无,无,接收,Inspector-3
QC002846,PO002846,MAT021,SUP005,2023-03-13,140,78,0,0.0033,无,无,接收,Inspector-4
QC002847,PO002847,MAT022,SUP008,2023-03-15,50,50,0,0.003,无,无,接收,Inspector-1
QC002848,PO002848,MAT028,SUP017,2023-03-16,127,67,7,0.0612,外观不符,高,供应商返工,Inspector-3
QC002849,PO002849,MAT030,SUP006,2023-03-01,311,85,1,0.0041,轻微外观瑕疵,低,特殊批准使用,Inspector-3
QC002850,PO002850,MAT034,SUP014,2023-03-19,200,93,0,0.0017,无,无,接收,Inspector-1
QC002851,PO002851,MAT035,SUP010,2023-03-05,115,32,2,0.0184,标签错误,低,退回,Inspector-1
QC002852,PO002852,MAT036,SUP006,2023-03-03,138,76,0,0.0043,无,无,接收,Inspector-2
QC002853,PO002853,MAT045,SUP005,2023-03-13,200,36,0,0.0033,无,无,接收,Inspector-2
QC002854,PO002854,MAT001,SUP005,2023-03-11,400,37,1,0.0032,轻微尺寸偏差,低,特殊批准使用,Inspector-2
QC002855,PO002855,MAT002,SUP010,2023-03-06,200,64,0,0.0046,无,无,接收,Inspector-5
QC002856,PO002856,MAT013,SUP016,2023-03-24,168,48,0,0.0036,无,无,接收,Inspector-4
QC002857,PO002857,MAT014,SUP006,2023-03-02,90,90,0,0.0005,无,无,接收,Inspector-5
QC002858,PO002858,MAT018,SUP010,2023-03-07,100,100,0,0.003,无,无,接收,Inspector-1
QC002859,PO002859,MAT028,SUP017,2023-03-19,214,71,0,0.0025,无,无,接收,Inspector-2
QC002860,PO002860,MAT043,SUP005,2023-03-07,40,40,0,0.002,无,无,接收,Inspector-4
QC002861,PO002861,MAT044,SUP007,2023-03-15,50,50,0,0.0027,无,无,接收,Inspector-3
QC002862,PO002862,MAT046,SUP005,2023-03-14,350,84,0,0.0014,无,无,接收,Inspector-4
QC002863,PO002863,MAT001,SUP005,2023-03-19,100,100,0,0.002,无,无,接收,Inspector-5
QC002864,PO002864,MAT005,SUP005,2023-03-16,40,40,0,0.004,无,无,接收,Inspector-2
QC002865,PO002865,MAT008,SUP010,2023-03-09,100,100,6,0.0694,外观不符,低,退回,Inspector-3
QC002866,PO002866,MAT020,SUP004,2023-03-07,45,45,0,0.0042,无,无,接收,Inspector-1
QC002867,PO002867,MAT022,SUP008,2023-03-18,50,50,0,0.0038,无,无,接收,Inspector-4
QC002868,PO002868,MAT024,SUP005,2023-03-07,100,100,0,0.0037,无,无,接收,Inspector-3
QC002869,PO002869,MAT026,SUP006,2023-03-06,200,100,0,0.0006,无,无,接收,Inspector-3
QC002870,PO002870,MAT033,SUP011,2023-03-11,120,98,0,0.0003,无,无,接收,Inspector-5
QC002871,PO002871,MAT039,SUP016,2023-03-22,200,75,0,0.0047,无,无,接收,Inspector-2
QC002872,PO002872,MAT050,SUP009,2023-03-21,100,100,0,0.0021,无,无,接收,Inspector-5
QC002873,PO002873,MAT001,SUP005,2023-03-09,100,100,0,0.0036,无,无,接收,Inspector-2
QC002874,PO002874,MAT022,SUP008,2023-03-19,62,62,0,0.0039,无,无,接收,Inspector-5
QC002875,PO002875,MAT034,SUP014,2023-03-25,400,56,0,0.0003,无,无,接收,Inspector-4
QC002876,PO002876,MAT036,SUP006,2023-03-09,183,89,0,0.0038,无,无,接收,Inspector-1
QC002877,PO002877,MAT048,SUP007,2023-03-19,340,60,0,0.0026,无,无,接收,Inspector-5
QC002878,PO002878,MAT001,SUP005,2023-03-11,100,100,0,0.0033,无,无,接收,Inspector-2
QC002879,PO002879,MAT003,SUP012,2023-03-16,60,60,0,0.004,无,无,接收,Inspector-4
QC002880,PO002880,MAT006,SUP014,2023-03-20,360,40,0,0.0014,无,无,接收,Inspector-2
QC002881,PO002881,MAT008,SUP010,2023-03-10,300,69,0,0.0029,无,无,接收,Inspector-3
QC002882,PO002882,MAT011,SUP011,2023-03-13,121,81,1,0.0149,清洁度不足,低,退回,Inspector-3
QC002883,PO002883,MAT012,SUP004,2023-03-09,47,47,0,0.0024,无,无,接收,Inspector-1
QC002884,PO002884,MAT013,SUP020,2023-03-18,180,57,17,0.0995,外观不符,低,折价接收,Inspector-1
QC002885,PO002885,MAT014,SUP010,2023-03-10,50,50,0,0.0019,无,无,接收,Inspector-4
QC002886,PO002886,MAT016,SUP008,2023-03-20,154,94,0,0.0035,无,无,接收,Inspector-1
QC002887,PO002887,MAT019,SUP007,2023-03-26,350,69,0,0.0023,无,无,接收,Inspector-2
QC002888,PO002888,MAT021,SUP005,2023-03-14,240,52,0,0.0031,无,无,接收,Inspector-3
QC002889,PO002889,MAT025,SUP009,2023-03-27,30,30,0,0.0046,无,无,接收,Inspector-2
QC002890,PO002890,MAT027,SUP005,2023-03-18,310,87,0,0.003,无,无,接收,Inspector-5
QC002891,PO002891,MAT043,SUP005,2023-03-14,55,55,0,0.0013,无,无,接收,Inspector-3
QC002892,PO002892,MAT045,SUP005,2023-03-17,200,61,0,0.0041,无,无,接收,Inspector-5
QC002893,PO002893,MAT001,SUP005,2023-03-18,100,100,0,0.0044,无,无,接收,Inspector-4
QC002894,PO002894,MAT007,SUP003,2023-03-27,150,69,0,0.0014,无,无,接收,Inspector-2
QC002895,PO002895,MAT018,SUP010,2023-03-12,100,100,0,0.0027,无,无,接收,Inspector-3
QC002896,PO002896,MAT022,SUP008,2023-03-30,68,68,2,0.0367,外观不符,低,供应商返工,Inspector-4
QC002897,PO002897,MAT044,SUP001,2023-03-30,50,50,0,0.0,无,无,接收,Inspector-5
QC002898,PO002898,MAT047,SUP019,2023-03-11,45,45,0,0.002,无,无,接收,Inspector-1
QC002899,PO002899,MAT050,SUP009,2023-03-19,160,79,0,0.0041,无,无,接收,Inspector-3
QC002900,PO002900,MAT001,SUP005,2023-03-14,100,100,0,0.0018,无,无,接收,Inspector-3
QC002901,PO002901,MAT005,SUP005,2023-03-16,70,70,0,0.0033,无,无,接收,Inspector-2
QC002902,PO002902,MAT014,SUP006,2023-03-10,40,40,0,0.0024,无,无,接收,Inspector-1
QC002903,PO002903,MAT029,SUP001,2023-04-01,78,78,0,0.0035,无,无,接收,Inspector-4
QC002904,PO002904,MAT046,SUP005,2023-03-16,240,39,0,0.0035,无,无,接收,Inspector-5
QC002905,PO002905,MAT002,SUP014,2023-03-25,300,41,1,0.0044,轻微尺寸偏差,低,特殊批准使用,Inspector-4
QC002906,PO002906,MAT006,SUP020,2023-03-28,480,92,1,0.0038,轻微尺寸偏差,低,特殊批准使用,Inspector-4
QC002907,PO002907,MAT009,SUP015,2023-03-09,250,79,15,0.0609,清洁度不足,中,折价接收,Inspector-4
QC002908,PO002908,MAT011,SUP004,2023-03-10,170,95,0,0.0023,无,无,接收,Inspector-4
QC002909,PO002909,MAT013,SUP016,2023-03-27,120,57,0,0.0045,无,无,接收,Inspector-2
QC002910,PO002910,MAT015,SUP005,2023-03-19,180,84,0,0.0015,无,无,接收,Inspector-5
QC002911,PO002911,MAT022,SUP008,2023-03-26,55,55,4,0.0809,功能缺陷,低,退回,Inspector-5
QC002912,PO002912,MAT026,SUP016,2023-03-29,200,73,0,0.0011,无,无,接收,Inspector-2
QC002913,PO002913,MAT033,SUP013,2023-03-27,320,97,0,0.0017,无,无,接收,Inspector-3
QC002914,PO002914,MAT036,SUP006,2023-03-08,155,66,0,0.0028,无,无,接收,Inspector-4
QC002915,PO002915,MAT044,SUP001,2023-04-01,93,93,0,0.0015,无,无,接收,Inspector-5
QC002916,PO002916,MAT047,SUP002,2023-04-02,50,50,2,0.042,包装破损,低,特殊批准使用,Inspector-5
QC002917,PO002917,MAT001,SUP005,2023-03-22,200,86,0,0.0041,无,无,接收,Inspector-1
QC002918,PO002918,MAT018,SUP014,2023-03-27,240,43,0,0.0011,无,无,接收,Inspector-1
QC002919,PO002919,MAT022,SUP008,2023-03-26,50,50,0,0.0014,无,无,接收,Inspector-2
QC002920,PO002920,MAT024,SUP005,2023-03-14,200,34,0,0.0021,无,无,接收,Inspector-5
QC002921,PO002921,MAT028,SUP017,2023-03-23,110,62,0,0.0046,无,无,接收,Inspector-1
QC002922,PO002922,MAT038,SUP006,2023-03-11,400,51,1,0.0036,轻微尺寸偏差,低,特殊批准使用,Inspector-3
QC002923,PO002923,MAT040,SUP002,2023-04-04,190,55,0,0.0023,无,无,接收,Inspector-1
QC002924,PO002924,MAT045,SUP005,2023-03-14,100,100,0,0.004,无,无,接收,Inspector-3
QC002925,PO002925,MAT046,SUP005,2023-03-22,160,84,0,0.0037,无,无,接收,Inspector-2
QC002926,PO002926,MAT006,SUP016,2023-03-27,740,91,3,0.0042,轻微尺寸偏差,低,特殊批准使用,Inspector-1
QC002927,PO002927,MAT008,SUP006,2023-03-09,250,50,0,0.0022,无,无,接收,Inspector-3
QC002928,PO002928,MAT010,SUP011,2023-03-21,75,75,0,0.0029,无,无,接收,Inspector-4
QC002929,PO002929,MAT022,SUP008,2023-03-28,34,34,0,0.0027,无,无,接收,Inspector-4
QC002930,PO002930,MAT025,SUP009,2023-03-27,30,30,0,0.0,无,无,接收,Inspector-5
QC002931,PO002931,MAT027,SUP005,2023-03-20,190,61,0,0.0002,无,无,接收,Inspector-3
QC002932,PO002932,MAT028,SUP017,2023-03-30,140,76,0,0.0048,无,无,接收,Inspector-2
QC002933,PO002933,MAT034,SUP014,2023-04-02,200,51,0,0.0045,无,无,接收,Inspector-5
QC002934,PO002934,MAT036,SUP006,2023-03-13,320,40,0,0.0011,无,无,接收,Inspector-3
QC002935,PO002935,MAT039,SUP020,2023-03-23,97,97,0,0.0001,无,无,接收,Inspector-5
QC002936,PO002936,MAT042,SUP007,2023-03-27,120,76,0,0.0033,无,无,接收,Inspector-3
QC002937,PO002937,MAT046,SUP005,2023-03-23,300,64,0,0.0002,无,无,接收,Inspector-2
QC002938,PO002938,MAT050,SUP009,2023-03-24,120,46,0,0.0036,无,无,接收,Inspector-4
QC002939,PO002939,MAT001,SUP005,2023-03-23,200,45,0,0.0019,无,无,接收,Inspector-5
QC002940,PO002940,MAT003,SUP003,2023-04-03,60,60,0,0.0031,无,无,接收,Inspector-1
QC002941,PO002941,MAT008,SUP010,2023-03-17,400,63,1,0.0037,轻微外观瑕疵,低,特殊批准使用,Inspector-1
QC002942,PO002942,MAT044,SUP007,2023-03-21,100,100,0,0.0005,无,无,接收,Inspector-4
QC002943,PO002943,MAT045,SUP005,2023-03-22,100,100,0,0.0027,无,无,接收,Inspector-5
QC002944,PO002944,MAT046,SUP005,2023-03-23,560,42,0,0.0008,无,无,接收,Inspector-3
QC002945,PO002945,MAT047,SUP015,2023-03-20,50,50,0,0.0019,无,无,接收,Inspector-5
QC002946,PO002946,MAT050,SUP009,2023-03-25,104,44,9,0.0877,标签错误,低,特殊批准使用,Inspector-5
QC002947,PO002947,MAT005,SUP005,2023-03-24,120,62,0,0.002,无,无,接收,Inspector-1
QC002948,PO002948,MAT008,SUP010,2023-03-17,300,51,1,0.0034,轻微外观瑕疵,低,特殊批准使用,Inspector-4
QC002949,PO002949,MAT012,SUP004,2023-03-14,50,50,0,0.0037,无,无,接收,Inspector-5
QC002950,PO002950,MAT021,SUP005,2023-03-22,340,44,1,0.004,轻微外观瑕疵,低,特殊批准使用,Inspector-5
QC002951,PO002951,MAT022,SUP008,2023-03-31,68,68,0,0.0031,无,无,接收,Inspector-4
QC002952,PO002952,MAT028,SUP017,2023-03-29,90,90,2,0.0231,材质问题,中,供应商返工,Inspector-1
QC002953,PO002953,MAT034,SUP014,2023-03-29,100,100,0,0.0049,无,无,接收,Inspector-1
QC002954,PO002954,MAT037,SUP014,2023-03-27,154,85,0,0.002,无,无,接收,Inspector-3
QC002955,PO002955,MAT043,SUP005,2023-03-22,155,95,0,0.0029,无,无,接收,Inspector-3
QC002956,PO002956,MAT001,SUP005,2023-03-19,100,100,0,0.0037,无,无,接收,Inspector-5
QC002957,PO002957,MAT002,SUP006,2023-03-14,100,100,8,0.0815,尺寸偏差,低,退回,Inspector-3
QC002958,PO002958,MAT004,SUP005,2023-03-23,200,92,0,0.0001,无,无,接收,Inspector-1
QC002959,PO002959,MAT011,SUP004,2023-03-16,140,82,0,0.0004,无,无,接收,Inspector-2
QC002960,PO002960,MAT013,SUP016,2023-04-02,160,32,11,0.0703,材质问题,高,特殊批准使用,Inspector-4
QC002961,PO002961,MAT019,SUP007,2023-04-04,150,96,0,0.0043,无,无,接收,Inspector-4
QC002962,PO002962,MAT022,SUP008,2023-03-31,40,40,0,0.0003,无,无,接收,Inspector-5
QC002963,PO002963,MAT023,SUP012,2023-03-23,220,54,0,0.0011,无,无,接收,Inspector-3
QC002964,PO002964,MAT046,SUP005,2023-03-18,270,91,0,0.0033,无,无,接收,Inspector-2
QC002965,PO002965,MAT001,SUP005,2023-03-29,100,100,0,0.0035,无,无,接收,Inspector-2
QC002966,PO002966,MAT006,SUP014,2023-03-30,140,55,0,0.0045,无,无,接收,Inspector-4
QC002967,PO002967,MAT008,SUP006,2023-03-14,250,53,7,0.0312,包装破损,低,折价接收,Inspector-3
QC002968,PO002968,MAT009,SUP015,2023-03-15,200,56,0,0.0015,无,无,接收,Inspector-4
QC002969,PO002969,MAT012,SUP004,2023-03-16,100,100,0,0.0011,无,无,接收,Inspector-4
QC002970,PO002970,MAT014,SUP006,2023-03-15,70,70,0,0.002,无,无,接收,Inspector-2
QC002971,PO002971,MAT020,SUP004,2023-03-17,250,30,0,0.0039,无,无,接收,Inspector-3
QC002972,PO002972,MAT030,SUP020,2023-03-30,56,56,0,0.0005,无,无,接收,Inspector-4
QC002973,PO002973,MAT034,SUP014,2023-04-03,200,92,0,0.0044,无,无,接收,Inspector-3
QC002974,PO002974,MAT036,SUP006,2023-03-14,205,72,0,0.0037,无,无,接收,Inspector-4
QC002975,PO002975,MAT038,SUP014,2023-03-30,250,49,0,0.0021,无,无,接收,Inspector-2
QC002976,PO002976,MAT001,SUP005,2023-03-28,100,100,0,0.0034,无,无,接收,Inspector-1
QC002977,PO002977,MAT002,SUP006,2023-03-23,300,54,0,0.001,无,无,接收,Inspector-2
QC002978,PO002978,MAT003,SUP003,2023-03-27,29,29,0,0.0004,无,无,接收,Inspector-2
QC002979,PO002979,MAT007,SUP003,2023-04-05,150,45,0,0.0038,无,无,接收,Inspector-5
QC002980,PO002980,MAT015,SUP005,2023-03-20,80,80,0,0.0005,无,无,接收,Inspector-4
QC002981,PO002981,MAT031,SUP001,2023-04-12,100,100,0,0.0025,无,无,接收,Inspector-4
QC002982,PO002982,MAT039,SUP020,2023-04-02,200,59,0,0.0024,无,无,接收,Inspector-4
QC002983,PO002983,MAT044,SUP001,2023-04-02,50,50,0,0.0038,无,无,接收,Inspector-2
QC002984,PO002984,MAT050,SUP009,2023-04-05,120,92,0,0.0036,无,无,接收,Inspector-4
QC002985,PO002985,MAT011,SUP011,2023-03-30,200,81,0,0.0024,无,无,接收,Inspector-4
QC002986,PO002986,MAT013,SUP020,2023-04-01,120,84,0,0.0002,无,无,接收,Inspector-4
QC002987,PO002987,MAT018,SUP014,2023-04-07,220,77,0,0.0012,无,无,接收,Inspector-2
QC002988,PO002988,MAT022,SUP008,2023-04-02,59,59,0,0.0017,无,无,接收,Inspector-4
QC002989,PO002989,MAT026,SUP016,2023-04-05,200,67,0,0.0017,无,无,接收,Inspector-2
QC002990,PO002990,MAT032,SUP019,2023-03-21,120,42,0,0.0016,无,无,接收,Inspector-4
QC002991,PO002991,MAT046,SUP005,2023-03-24,200,61,0,0.0024,无,无,接收,Inspector-5
QC002992,PO002992,MAT047,SUP019,2023-04-02,100,100,3,0.0326,标签错误,低,供应商返工,Inspector-2
QC002993,PO002993,MAT001,SUP005,2023-03-24,200,31,0,0.0021,无,无,接收,Inspector-5
QC002994,PO002994,MAT013,SUP020,2023-04-04,238,49,0,0.0004,无,无,接收,Inspector-5
QC002995,PO002995,MAT027,SUP005,2023-03-30,270,78,0,0.0013,无,无,接收,Inspector-2
QC002996,PO002996,MAT029,SUP001,2023-04-08,74,74,0,0.0002,无,无,接收,Inspector-1
QC002997,PO002997,MAT030,SUP016,2023-04-06,140,32,0,0.001,无,无,接收,Inspector-4
QC002998,PO002998,MAT036,SUP006,2023-03-19,303,38,1,0.0048,轻微外观瑕疵,低,特殊批准使用,Inspector-4
QC002999,PO002999,MAT037,SUP006,2023-03-16,90,90,0,0.0003,无,无,接收,Inspector-2
QC003000,PO003000,MAT044,SUP001,2023-04-10,50,50,0,0.0047,无,无,接收,Inspector-3
QC003001,PO003001,MAT045,SUP005,2023-03-23,200,41,0,0.0004,无,无,接收,Inspector-4
QC003002,PO003002,MAT046,SUP005,2023-03-30,210,78,0,0.0024,无,无,接收,Inspector-4
QC003003,PO003003,MAT048,SUP009,2023-04-09,240,75,0,0.0037,无,无,接收,Inspector-4
QC003004,PO003004,MAT008,SUP010,2023-03-24,150,97,0,0.0031,无,无,接收,Inspector-5
QC003005,PO003005,MAT009,SUP019,2023-04-04,150,38,0,0.0012,无,无,接收,Inspector-1
QC003006,PO003006,MAT019,SUP007,2023-03-30,250,67,0,0.0011,无,无,接收,Inspector-5
QC003007,PO003007,MAT022,SUP008,2023-04-04,72,72,0,0.004,无,无,接收,Inspector-2
QC003008,PO003008,MAT034,SUP014,2023-03-29,200,96,0,0.0041,无,无,接收,Inspector-1
QC003009,PO003009,MAT001,SUP005,2023-03-31,100,100,0,0.0044,无,无,接收,Inspector-5
QC003010,PO003010,MAT043,SUP005,2023-03-29,85,85,0,0.0045,无,无,接收,Inspector-4
QC003011,PO003011,MAT044,SUP007,2023-03-29,48,48,0,0.0013,无,无,接收,Inspector-5
QC003012,PO003012,MAT046,SUP005,2023-03-31,180,82,0,0.0045,无,无,接收,Inspector-4
QC003013,PO003013,MAT001,SUP005,2023-04-02,100,100,0,0.0004,无,无,接收,Inspector-3
QC003014,PO003014,MAT022,SUP008,2023-04-05,81,81,0,0.0017,无,无,接收,Inspector-4
QC003015,PO003015,MAT024,SUP005,2023-03-25,100,100,0,0.0031,无,无,接收,Inspector-3
QC003016,PO003016,MAT025,SUP001,2023-04-10,18,18,0,0.0033,无,无,接收,Inspector-3
QC003017,PO003017,MAT050,SUP009,2023-04-06,180,82,0,0.0044,无,无,接收,Inspector-2
QC003018,PO003018,MAT002,SUP006,2023-03-22,300,76,18,0.061,材质问题,高,供应商返工,Inspector-3
QC003019,PO003019,MAT011,SUP011,2023-04-03,77,77,0,0.0016,无,无,接收,Inspector-4
QC003020,PO003020,MAT012,SUP004,2023-03-23,247,70,1,0.005,轻微外观瑕疵,低,特殊批准使用,Inspector-5
QC003021,PO003021,MAT013,SUP020,2023-04-04,120,35,0,0.0037,无,无,接收,Inspector-5
QC003022,PO003022,MAT015,SUP005,2023-03-30,180,40,0,0.0008,无,无,接收,Inspector-4
QC003023,PO003023,MAT018,SUP010,2023-03-27,74,74,0,0.0007,无,无,接收,Inspector-1
QC003024,PO003024,MAT022,SUP008,2023-04-08,32,32,0,0.0034,无,无,接收,Inspector-2
QC003025,PO003025,MAT028,SUP017,2023-04-08,150,67,0,0.0025,无,无,接收,Inspector-4
QC003026,PO003026,MAT032,SUP019,2023-03-30,110,93,0,0.0024,无,无,接收,Inspector-1
QC003027,PO003027,MAT033,SUP004,2023-03-25,220,44,0,0.0035,无,无,接收,Inspector-4
QC003028,PO003028,MAT036,SUP006,2023-03-24,315,42,29,0.0951,包装破损,中,折价接收,Inspector-2
QC003029,PO003029,MAT044,SUP007,2023-04-06,50,50,4,0.0831,杂质混入,中,特殊批准使用,Inspector-5
QC003030,PO003030,MAT045,SUP005,2023-03-28,200,66,0,0.004,无,无,接收,Inspector-5
QC003031,PO003031,MAT046,SUP005,2023-04-04,330,66,0,0.0016,无,无,接收,Inspector-5
QC003032,PO003032,MAT048,SUP009,2023-04-07,314,39,23,0.0734,清洁度不足,低,退回,Inspector-1
QC003033,PO003033,MAT049,SUP007,2023-04-03,274,79,22,0.0813,材质问题,中,供应商返工,Inspector-4
QC003034,PO003034,MAT001,SUP005,2023-03-29,200,39,0,0.001,无,无,接收,Inspector-1
QC003035,PO003035,MAT005,SUP005,2023-04-04,110,41,0,0.0034,无,无,接收,Inspector-3
QC003036,PO003036,MAT007,SUP003,2023-04-08,100,100,0,0.0043,无,无,接收,Inspector-4
QC003037,PO003037,MAT008,SUP014,2023-04-15,200,34,0,0.001,无,无,接收,Inspector-5
QC003038,PO003038,MAT013,SUP020,2023-04-07,60,60,0,0.0045,无,无,接收,Inspector-5
QC003039,PO003039,MAT019,SUP007,2023-04-14,150,95,0,0.0036,无,无,接收,Inspector-5
QC003040,PO003040,MAT036,SUP006,2023-03-23,225,73,0,0.0031,无,无,接收,Inspector-4
QC003041,PO003041,MAT039,SUP016,2023-04-12,100,100,0,0.0033,无,无,接收,Inspector-2
QC003042,PO003042,MAT044,SUP007,2023-04-04,50,50,0,0.001,无,无,接收,Inspector-2
QC003043,PO003043,MAT003,SUP012,2023-03-31,90,90,0,0.0021,无,无,接收,Inspector-5
QC003044,PO003044,MAT010,SUP011,2023-04-07,215,52,0,0.0012,无,无,接收,Inspector-5
QC003045,PO003045,MAT016,SUP008,2023-04-08,100,100,1,0.0123,尺寸偏差,中,特殊批准使用,Inspector-5
QC003046,PO003046,MAT017,SUP008,2023-04-06,185,34,0,0.0007,无,无,接收,Inspector-5
QC003047,PO003047,MAT029,SUP001,2023-04-15,150,32,0,0.0004,无,无,接收,Inspector-5
QC003048,PO003048,MAT034,SUP014,2023-04-03,200,63,0,0.0044,无,无,接收,Inspector-3
QC003049,PO003049,MAT042,SUP007,2023-03-31,118,83,0,0.005,无,无,接收,Inspector-1
QC003050,PO003050,MAT001,SUP005,2023-04-01,100,100,0,0.0014,无,无,接收,Inspector-2
QC003051,PO003051,MAT025,SUP007,2023-04-06,20,20,0,0.001,无,无,接收,Inspector-2
QC003052,PO003052,MAT026,SUP016,2023-04-10,100,100,3,0.0392,外观不符,高,特殊批准使用,Inspector-3
QC003053,PO003053,MAT027,SUP005,2023-04-04,310,74,1,0.0036,轻微外观瑕疵,低,特殊批准使用,Inspector-2
QC003054,PO003054,MAT037,SUP006,2023-03-29,145,41,14,0.0967,标签错误,低,特殊批准使用,Inspector-3
QC003055,PO003055,MAT044,SUP007,2023-04-02,50,50,0,0.0049,无,无,接收,Inspector-5
QC003056,PO003056,MAT045,SUP005,2023-03-30,100,100,0,0.0041,无,无,接收,Inspector-4
QC003057,PO003057,MAT050,SUP009,2023-04-03,200,31,12,0.0611,清洁度不足,低,特殊批准使用,Inspector-2
QC003058,PO003058,MAT001,SUP005,2023-04-01,100,100,0,0.0036,无,无,接收,Inspector-2
QC003059,PO003059,MAT007,SUP003,2023-04-18,100,100,0,0.0017,无,无,接收,Inspector-3
QC003060,PO003060,MAT008,SUP006,2023-03-28,391,57,32,0.0828,材质问题,低,供应商返工,Inspector-4
QC003061,PO003061,MAT011,SUP004,2023-03-27,150,89,0,0.0006,无,无,接收,Inspector-5
